wv raw rms rect wvcal snr
4940.78923885 67903.3896461 67432.8955901 0.0 32994.0 255.565108392
4940.25104995 68119.3751724 67694.1903735 0.0 33355.0 256.165009306
4939.71285071 68144.7440333 67735.2697962 0.0 33143.0 256.27622043
4939.17464114 68052.6588138 67601.3571628 0.0 32752.0 255.932167517
4938.63642123 68177.3037246 67729.8639582 0.0 33283.0 256.190502928
4938.09819099 68348.1318404 67875.8432931 0.0 32752.0 256.425854223
4937.55995042 68385.5362843 67935.7845797 0.0 32851.0 256.587124871
4937.02169951 68144.5874851 67659.9072943 0.0 33225.0 255.980350492
4936.48343826 68781.7376275 68328.0596495 0.0 33072.0 257.341935571
4935.94516668 69571.7064667 69139.8272394 0.0 33284.0 258.955629356
4935.40688477 69467.9983684 69022.6672183 0.0 33391.0 258.703115889
4934.86859252 69498.2603606 69070.9148586 0.0 33709.0 258.831555593
4934.33028994 69499.6498766 69046.8691178 0.0 33587.0 258.735227529
4933.79197702 69346.8223564 68874.6078753 0.0 33626.0 258.36427061
4933.25365377 69912.640072 69480.5190495 0.0 33642.0 259.611549541
4932.71532018 69782.5855623 69348.4875894 0.0 33409.0 259.353494778
4932.17697626 70034.0141528 69591.7355406 0.0 33824.0 259.805603299
4931.638622 70863.4403418 70416.3231458 0.0 33767.0 261.376897722
4931.10025741 70078.8552219 69543.1564562 0.0 33592.0 259.529645605
4930.56188249 70841.3492271 70410.2830788 0.0 33494.0 261.396574405
4930.02349723 70524.7583657 70049.9722551 0.0 33296.0 260.62185484
4929.48510163 70180.1037029 69738.0156998 0.0 33408.0 260.087087981
4928.94669571 71085.4651139 70669.8792714 0.0 33116.0 261.922298995
4928.40827944 71056.8567073 70633.040368 0.0 33215.0 261.836032552
4927.86985284 70945.8319362 70528.9804236 0.0 33371.0 261.650959512
4927.33141591 70942.3200575 70500.5092359 0.0 33140.0 261.548063066
4926.79296864 71601.3033809 71172.8460923 0.0 33180.0 262.854955085
4926.25451104 71901.8568644 71487.7967538 0.0 33183.0 263.480683218
4925.71604311 71217.7615394 70793.0312192 0.0 33625.0 262.139335017
4925.17756483 71266.6311914 70853.2810973 0.0 33696.0 262.276213121
4924.63907623 71254.9385225 70816.4577881 0.0 33838.0 262.157295774
4924.10057729 69594.2581136 69199.7362171 0.0 34075.0 259.144455839
4923.56206801 69668.2290023 69259.6944162 0.0 34578.0 259.232529391
4923.0235484 69716.4731701 69298.294226 0.0 34583.0 259.287996434
4922.48501846 70068.691308 69659.6379935 0.0 34985.0 260.001094322
4921.94647818 70258.71823 69806.1442967 0.0 35143.0 260.197437279
4921.40792757 70539.6914631 70112.9638356 0.0 35139.0 260.836198967
4920.86936662 70843.8915188 70413.2053416 0.0 35298.0 261.402898375
4920.33079534 71300.961916 70877.2210777 0.0 35288.0 262.301649775
4919.79221372 72174.1419583 71746.2357397 0.0 35263.0 263.943539847
4919.25362177 71893.7588959 71464.2432111 0.0 35145.0 263.406148644
4918.71501948 71989.9241039 71565.9448009 0.0 35398.0 263.609657571
4918.17640686 72973.2057395 72544.0384116 0.0 35801.0 265.446880806
4917.63778391 72836.0107093 72431.024194 0.0 35956.0 265.280549138
4917.09915062 73759.7569148 73329.6625949 0.0 36612.0 266.919623244
4916.56050699 73223.3454256 72785.3647039 0.0 36969.0 265.883798244
4916.02185303 73217.8484242 72787.0048203 0.0 36891.0 265.900555137
4915.48318874 73677.753222 73215.1637578 0.0 36998.0 266.643148503
4914.94451411 73721.5171942 73316.6540837 0.0 36513.0 266.943476165
4914.40582915 73255.4451332 72866.7171939 0.0 36302.0 266.130980499
4913.86713385 73912.6422185 73521.3349011 0.0 36389.0 267.35215403
4913.32842822 73875.2486961 73481.575851 0.0 36136.0 267.273327212
4912.78971225 73413.3933638 72993.0744687 0.0 36113.0 266.307594564
4912.25098595 73472.0508313 73077.5482053 0.0 36132.0 266.515425832
4911.71224931 73609.7815886 73200.193118 0.0 36212.0 266.716385361
4911.17350234 74303.7269385 73796.8398382 0.0 35923.0 267.646510979
4910.63474504 73873.7695953 73485.5997041 0.0 36112.0 267.291356727
4910.0959774 74003.7631905 73579.5408679 0.0 35897.0 267.398112596
4909.55719942 74431.3689001 74036.456951 0.0 35724.0 268.306205722
4909.01841111 74299.4420141 73908.9087094 0.0 35753.0 268.076929862
4908.47961247 74392.2481804 73945.2744132 0.0 36015.0 268.03729501
4907.94080349 74142.2039991 73742.5072457 0.0 36204.0 267.749158666
4907.40198418 74835.8646839 74424.8574802 0.0 35873.0 268.997935696
4906.86315453 74879.1341885 74467.3794695 0.0 36192.0 269.075482953
4906.32431455 74501.0835573 74112.3819174 0.0 36136.0 268.45936195
4905.78546423 74692.8546052 74288.3273766 0.0 36189.0 268.756543994
4905.24660358 75213.5320105 74823.9900254 0.0 36328.0 269.778878414
4904.7077326 75484.6505087 75089.4139205 0.0 36372.0 270.259228073
4904.16885128 75429.8175429 75049.5753866 0.0 36141.0 270.21392709
4903.62995962 74505.2805379 74099.980195 0.0 36194.0 268.404710241
4903.09105763 74876.4938002 74497.7210888 0.0 36146.0 269.194394335
4902.55214531 75147.8869609 74735.9033643 0.0 36183.0 269.573180778
4902.01322265 75742.538569 75352.9076441 0.0 35811.0 270.756492419
4901.47428966 76571.5597311 76174.6834971 0.0 35785.0 272.255112008
4900.93534633 75182.0637477 74776.7475395 0.0 35533.0 269.661494727
4900.39639267 75395.4542974 74975.2937395 0.0 35597.0 270.001032737
4899.85742867 74982.0250741 74613.6402291 0.0 35746.0 269.429160662
4899.31845434 74753.1104279 74359.521928 0.0 35836.0 268.909632538
4898.77946967 75690.5822105 75302.5765573 0.0 35824.0 270.666668607
4898.24047467 75862.1817494 75473.1706411 0.0 35751.0 270.979494589
4897.70146933 75841.8996936 75441.9701196 0.0 35547.0 270.901363398
4897.16245366 75747.9782635 75358.1896912 0.0 35643.0 270.765941728
4896.62342766 76122.368597 75715.6308589 0.0 35658.0 271.392794089
4896.08439132 75102.1173758 74719.5763408 0.0 35892.0 269.598704349
4895.54534465 75621.4779736 75206.7006067 0.0 35644.0 270.439061082
4895.00628764 75417.246866 75041.6256933 0.0 35677.0 270.207969221
4894.46722029 75589.1675829 75224.9662436 0.0 35968.0 270.568350378
4893.92814262 76056.7376234 75659.3636021 0.0 35806.0 271.306825637
4893.38905461 76128.5982141 75758.7426412 0.0 35868.0 271.541602927
4892.84995626 76063.898691 75699.4213475 0.0 36040.0 271.442564204
4892.31084758 75362.2197141 74956.8254793 0.0 36060.0 269.994784589
4891.77172856 75228.7813774 74830.3922265 0.0 36400.0 269.773982339
4891.23259921 75617.0518819 75245.824714 0.0 36384.0 270.593588235
4890.69345953 75373.7323064 75009.7907224 0.0 36654.0 270.171200528
4890.15430951 75040.217528 74656.539138 0.0 37213.0 269.479700151
4889.61514915 74799.9673533 74435.9095692 0.0 37757.0 269.107591585
4889.07597846 75655.346042 75287.8572671 0.0 37618.0 270.678250922
4888.53679744 75700.964224 75319.8068886 0.0 37950.0 270.711404231
4887.99760608 75503.4875802 75124.9830428 0.0 38291.0 270.356607353
4887.45840439 75724.9073835 75328.5305595 0.0 38271.0 270.698770038
4886.91919236 75472.6306116 75077.1224782 0.0 37771.0 270.235990566
4886.37997 74592.1803669 74209.7636591 0.0 37085.0 268.652483354
4885.8407373 75232.7900633 74848.9229923 0.0 36473.0 269.835796212
4885.30149427 73943.7023459 73550.8822808 0.0 36209.0 267.404477579
4884.76224091 74172.6692864 73800.3401815 0.0 36085.0 267.90921321
4884.2229772 74714.7846771 74351.2206174 0.0 36153.0 268.95124807
4883.68370317 74250.6265347 73847.1716796 0.0 36327.0 267.937230308
4883.1444188 74716.0731985 74360.3610647 0.0 36853.0 268.983149762
4882.6051241 74324.9831557 73949.9747416 0.0 37892.0 268.183018499
4882.06581906 73235.125516 72855.0688648 0.0 39466.0 266.12573781
4881.52650368 73956.9034821 73559.900843 0.0 40839.0 267.41334493
4880.98717798 73790.3587299 73435.0385588 0.0 42542.0 267.259604397
4880.44784193 73325.4992405 72945.6034187 0.0 44234.0 266.295956932
4879.90849556 72645.3830983 72259.5307245 0.0 45012.0 264.994198799
4879.36913885 72665.9106109 72311.0355153 0.0 45650.0 265.150900477
4878.8297718 72349.5150278 71952.439232 0.0 45616.0 264.3929583
4878.29039442 71974.7031224 71579.7994231 0.0 45135.0 263.692081483
4877.7510067 71786.6294787 71453.2423163 0.0 42937.0 263.571250768
4877.21160865 71030.2563481 70676.7827591 0.0 39750.0 262.056219658
4876.67220027 71478.4409419 71136.3946872 0.0 37865.0 262.953161756
4876.13278155 69908.8656353 69554.4908923 0.0 36410.0 259.906075733
4875.5933525 69371.8355196 69022.0244412 0.0 35999.0 258.88954008
4875.05391311 68656.0929655 68281.5573754 0.0 36185.0 257.407848848
4874.51446338 67902.1838142 67517.3207368 0.0 35794.0 255.899879091
4873.97500333 67300.941506 66962.9982401 0.0 35900.0 254.909026108
4873.43553293 67106.5862762 66720.4810336 0.0 35606.0 254.337134304
4872.89605221 66370.2274134 65986.4481944 0.0 35248.0 252.896013811
4872.35656115 65242.1399082 64863.2315672 0.0 35180.0 250.677472205
4871.81705975 64023.2659615 63673.5389858 0.0 35018.0 248.355070956
4871.27754802 63266.7984363 62900.1153253 0.0 35192.0 246.759839986
4870.73802595 62120.0562021 61781.8024173 0.0 35071.0 244.544517259
4870.19849355 60686.4510319 60330.559624 0.0 35285.0 241.52533734
4869.65895082 59896.9723535 59516.9783955 0.0 35660.0 239.78637412
4869.11939775 58248.9179403 57890.2207055 0.0 35232.0 236.419340698
4868.57983435 57088.3378366 56733.9342148 0.0 35514.0 233.973368271
4868.04026061 55257.6096254 54919.9369628 0.0 35721.0 230.105701366
4867.50067654 54340.5103381 54019.3457525 0.0 35460.0 228.179268977
4866.96108213 52638.762572 52263.3152662 0.0 35570.0 224.182622428
4866.42147739 50138.3119059 49757.024566 0.0 36023.0 218.51685742
4865.88186231 48227.8947246 47883.1159614 0.0 35595.0 214.278087917
4865.3422369 47055.2950721 46685.8685195 0.0 35826.0 211.413131262
4864.80260115 44437.0990864 44076.0007791 0.0 35516.0 205.180067835
4864.26295507 42736.8919701 42390.6446432 0.0 35425.0 201.076128667
4863.72329866 40930.8009199 40549.5196813 0.0 35235.0 196.367870955
4863.18363191 38162.2691822 37804.7331351 0.0 35166.0 189.329487341
4862.64395483 35716.1498568 35359.3560665 0.0 35324.0 182.77852505
4862.10426741 32494.3601767 32183.9990449 0.0 35121.0 174.033175186
4861.56456965 30545.4472505 30183.2902538 0.0 35215.0 168.06291836
4861.02486157 28557.4046856 28225.0870355 0.0 35208.0 162.24530206
4860.48514314 28563.6943711 28237.0763778 0.0 35074.0 162.298578337
4859.94541439 29961.8380568 29619.8874065 0.0 35304.0 166.442731302
4859.40567529 32267.4799011 31921.3615182 0.0 35126.0 173.18111536
4858.86592587 35088.6046824 34730.7559886 0.0 35307.0 181.053365993
4858.32616611 38057.5737725 37694.4367633 0.0 34949.0 189.024388758
4857.78639601 40634.9752695 40287.555001 0.0 35120.0 195.78582115
4857.24661558 43188.8349685 42857.7577669 0.0 35065.0 202.268782272
4856.70682482 45105.135249 44740.4441797 0.0 35099.0 206.781143522
4856.16702372 46300.6371413 45946.7480901 0.0 35029.0 209.697687657
4855.62721228 48974.2774509 48607.8977288 0.0 35064.0 215.910182027
4855.08739052 50690.9725076 50311.2923669 0.0 35318.0 219.783057084
4854.54755841 53078.8529787 52709.4518177 0.0 35236.0 225.187424504
4854.00771597 54612.816602 54261.4070751 0.0 35105.0 228.642052177
4853.4678632 56083.7766656 55700.9418589 0.0 34986.0 231.696573612
4852.9280001 57976.9486708 57630.8848926 0.0 35119.0 235.897852694
4852.38812665 59933.8122696 59551.5975691 0.0 34958.0 239.853801613
4851.84824288 61330.2256874 60958.5101084 0.0 35323.0 242.787507953
4851.30834877 62884.6293623 62535.7040932 0.0 35166.0 246.057620621
4850.76844432 63372.2722099 62985.4782026 0.0 35241.0 246.891363739
4850.22852954 65193.442726 64796.5068082 0.0 35702.0 250.508020223
4849.68860443 66547.4734427 66204.8700797 0.0 36037.0 253.409591627
4849.14866898 67395.5448768 67020.0896594 0.0 36574.0 254.946123709
4848.6087232 68009.1908279 67643.8202495 0.0 37167.0 256.185372087
4848.06876708 69333.1137102 68915.8082626 0.0 37795.0 258.551753474
4847.52880063 70287.8933517 69885.4169014 0.0 38294.0 260.447389209
4846.98882384 71136.0991318 70771.9490705 0.0 38063.0 262.216831873
4846.44883672 72179.9957826 71801.20362 0.0 38073.0 264.142318092
4845.90883926 73221.1339162 72874.5392917 0.0 37476.0 266.226466811
4845.36883147 74254.6719501 73863.6930064 0.0 36760.0 267.991798736
4844.82881334 74414.1305857 74036.0730976 0.0 35704.0 268.337567549
4844.28878488 75548.4108304 75132.4561557 0.0 35267.0 270.299639622
4843.74874609 76005.852049 75613.9099201 0.0 35587.0 271.233342707
4843.20869696 76347.1127699 75973.6884598 0.0 35561.0 271.930107802
4842.66863749 77116.0019622 76731.4337261 0.0 35317.0 273.29798458
4842.1285677 77630.9217801 77233.2511026 0.0 35711.0 274.189428748
4841.58848756 78801.4559327 78407.6494807 0.0 35390.0 276.32839327
4841.04839709 78768.2531914 78377.8887491 0.0 35323.0 276.280955094
4840.50829629 79031.5397321 78639.3459036 0.0 35409.0 276.750016098
4839.96818515 79328.167946 78977.5658114 0.0 35473.0 277.436848361
4839.42806368 79779.9131762 79398.4146724 0.0 35553.0 278.136825496
4838.88793188 79708.8118175 79333.572749 0.0 35775.0 278.031854929
4838.34778974 80950.8242973 80577.4651442 0.0 35585.0 280.261895922
4837.80763726 80920.7722965 80560.8020482 0.0 35257.0 280.256704483
4837.26747445 81723.3125036 81273.7788862 0.0 35513.0 281.361821935
4836.72730131 80620.6671466 80245.5069436 0.0 35585.0 279.666115043
4836.18711783 81626.1775328 81200.4921321 0.0 35462.0 281.275097416
4835.64692401 82578.5245214 82189.9369737 0.0 35416.0 283.094607903
4835.10671986 81516.9855377 81139.7499889 0.0 35682.0 281.255544103
4834.56650538 82547.0633116 82155.6416583 0.0 35336.0 283.028925949
4834.02628056 82756.5323816 82387.5845229 0.0 35272.0 283.478847493
4833.48604541 83894.3675028 83517.5595336 0.0 35739.0 285.449603156
4832.94579993 82535.9936089 82134.8885322 0.0 35657.0 282.974718761
4832.4055441 82984.8172224 82578.5778229 0.0 35375.0 283.747831006
4831.86527795 83270.330556 82805.4999405 0.0 35405.0 284.041363922
4831.32500146 83478.8056221 83115.5941573 0.0 35443.0 284.769602813
4830.78471463 84227.6033928 83825.0583829 0.0 35472.0 285.941146517
4830.24441747 83410.4414283 83011.0152335 0.0 35386.0 284.520644118
4829.70410998 84271.0955517 83872.3513068 0.0 35395.0 286.030608786
4829.16379215 84698.7487738 84354.2647635 0.0 35576.0 286.968546509
4828.62346399 84568.4626391 84218.773167 0.0 35792.0 286.723166738
4828.08312549 84522.7211648 84166.6822015 0.0 35505.0 286.620968328
4827.54277665 84521.092552 84114.4257075 0.0 35804.0 286.438992236
