wv raw rms rect wvcal snr
4940.09039414 76548.4946503 75306.9263654 0.0 32994.0 269.07718563
4939.55322744 76166.1535958 74916.5524889 0.0 33355.0 268.336964395
4939.01604979 76473.2015337 75235.3261542 0.0 33143.0 268.951156834
4938.47886119 76643.545286 75389.8901283 0.0 32752.0 269.208668073
4937.94166163 76702.2453659 75459.1593475 0.0 33283.0 269.356684437
4937.40445112 76967.7887331 75691.2549333 0.0 32752.0 269.724653093
4936.86722966 76529.9244162 75277.574815 0.0 32851.0 269.002719092
4936.32999725 76499.9765103 75245.9273335 0.0 33225.0 268.940824046
4935.79275388 76552.4272839 75299.7088681 0.0 33072.0 269.043111183
4935.25549956 77668.2814572 76403.1027764 0.0 33284.0 271.059977546
4934.71823429 76958.1466149 75676.0602108 0.0 33391.0 269.686256926
4934.18095807 76788.6522338 75575.6223143 0.0 33709.0 269.628148268
4933.6436709 77115.2777607 75875.8857014 0.0 33587.0 270.134827112
4933.10637277 77201.0718367 75933.2438646 0.0 33626.0 270.188272817
4932.56906369 77415.0674647 76159.6743163 0.0 33642.0 270.629293177
4932.03174366 78042.9191344 76808.349584 0.0 33409.0 271.86165933
4931.49441267 77471.7913091 76250.8938301 0.0 33824.0 270.861169477
4930.95707073 77615.351065 76348.4473292 0.0 33767.0 270.956110105
4930.41971784 77454.49431 76189.2802001 0.0 33592.0 270.665787818
4929.882354 78392.7376833 77169.9361246 0.0 33494.0 272.546526958
4929.34497921 78994.4936365 77779.5650092 0.0 33296.0 273.675490909
4928.80759346 79209.6500526 77982.2555137 0.0 33408.0 274.022267083
4928.27019676 78906.9176824 77685.1962963 0.0 33116.0 273.490829416
4927.73278911 79649.3366458 78437.063971 0.0 33215.0 274.877317892
4927.19537051 79477.9737902 78252.440837 0.0 33371.0 274.517543841
4926.65794095 79272.8153075 78007.2104463 0.0 33140.0 273.99795803
4926.12050044 79138.4405365 77912.2197674 0.0 33180.0 273.896766902
4925.58304898 78945.699555 77728.5751174 0.0 33183.0 273.578426764
4925.04558657 78748.8376962 77506.9604455 0.0 33625.0 273.128310069
4924.5081132 78759.8473907 77533.9127657 0.0 33696.0 273.206775703
4923.97062888 77770.1327619 76548.3191444 0.0 33838.0 271.407181182
