3CenA,
3CenB,
BD+47_1108,
HD000108,0.384525917
HD000358,33.62
HD000358,33.62
HD000358,33.62
HD000560,10.71273591
HD000628,2.702387977
HD000886,3.917095185
HD001279,2.62272724
HD001337,0.552219993
HD002083,0.809171887
HD002772,1.663740223
HD002905,1.919858191
HD003240,6.82865402
HD003360,9.189872989
HD003369,5.93898015
HD003901,2.170339379
HD004180,4.704595314
HD004622,9.323532282
HD004636,9.631359079
HD004727,6.925882534
HD005394,5.32
HD005737,4.706790079
HD006456,12.85996423
HD006457,11.65388273
HD006675,0.811345264
HD006811,4.55
HD007374,5.699582193
HD008511,15.01672409
HD009132,14.1177265
HD010205,4.917234662
HD010516,6.603171608
HD011415,7.111908808
HD011529,5.093605386
HD012303,4.2742966
HD012534,12.56528238
HD012767,9.615566068
HD013294,7.14689412
HD013295,7.41663295
HD013854,0.321787172
HD016046,7.002542151
HD016196,1.625771274
HD016582,4.688079931
HD016908,11.44772572
HD017036,5.533027592
HD017081,9.382010343
HD017573,21.16239309
HD018604,8.284257179
HD018877,2.1470042
HD019356,36.27
HD019356,36.27
HD020336,6.070447376
HD020365,5.584574085
HD020418,5.839913091
HD020756,6.372831932
HD020863,5.656400173
HD020961,5.408523455
HD021071,6.032609741
HD021278,5.633437005
HD021291,1.335997416
HD021364,16.44935099
HD021389,1.078720994
HD021428,5.050046919
HD021455,5.888054005
HD021483,1.874764197
HD021551,5.555855663
HD021641,5.695530722
HD021661,1.904458404
HD021699,1.904458404
HD021790,8.178755741
HD021931,5.805711478
HD021933,8.649354112
HD022192,5.962710945
HD022203,12.49118037
HD022928,8.858797669
HD022951,3.030966381
HD023180,4.074719444
HD023194,7.41813732
HD023288,7.523388376
HD023302,8.704054073
HD023302,8.704054073
HD023324,7.340473905
HD023338,8.96905582
HD023363,4.839428466
HD023408,9.47796016
HD023432,7.565820863
HD023441,7.34534678
HD023478,3.471280843
HD023480,9.478144378
HD023568,7.05978635
HD023629,7.444952561
HD023630,7.968840142
HD023630,7.968840142
HD023643,7.604931016
HD023753,2.650694197
HD023793,7.742614789
HD023800,1.705484946
HD023850,8.429236085
HD023862,7.722945189
HD023862,7.722945189
HD023873,1.46576557
HD023923,7.496204998
HD023950,6.922387325
HD023985,17.71
HD024368,5.603736434
HD024388,5.396567475
HD024398,3.39562301
HD024431,1.215685954
HD024479,8.406858408
HD024504,4.597063036
HD024560,1.065901922
HD024640,2.317922225
HD024760,12.16110249
HD024769,4.417742458
HD024912,1.378824955
HD025204,2.827278539
HD025348,0.805229592
HD025940,5.93441388
HD026670,6.661443584
HD026793,7.999677384
HD026912,6.665133545
HD027396,6.851691297
HD028319,20.83539377
HD028446A,
HD028446B,
HD028503A,
HD028503B,
HD028543,2.899224222
HD029035,1.415663583
HD029096,1.833797241
HD029332,1.170849557
HD030004,1.014321087
HD030211,4.508728587
HD030614,1.36859034
HD030836,4.030864819
HD032249,3.927419547
HD032630,15.8367051
HD032811,2.899254026
HD032961,0.773219668
HD033111,2.890229376
HD033988,1.388628722
HD034078,2.464216478
HD034085,3.083315664
HD034085,3.083315664
HD034085,3.083315664
HD034503,5.798273266
HD034656,0.401166287
HD034759,5.594546531
HD034805,1.403696512
HD034816,3.707854371
HD034906,1.741644073
HD035039,2.867208587
HD035269,2.661156601
HD035345,0.831190057
HD035468,12.92
HD035468,12.92
HD035497,24.36
HD036512,89.78913012
HD036822,2.869767063
HD036861J,
HD036960,2.799730667
HD037711,1.407955024
HD038708,0.814959153
HD038771,5.04
HD039801,6.55
HD040111,1.508839914
HD040312,17.18310115
HD041117,5.386933783
HD042560,4.75193833
HD045542,6.443564951
HD046487,5.788893496
HD046487,5.788893496
HD047100,4.363016766
HD047105,4.689061824
HD047105,4.689061824
HD047431,2.100367085
HD049229,3.226270988
HD049340,3.074929143
HD049606,4.494020408
HD051638,4.406206982
HD051688,3.0106577
HD051893,1.273190597
HD052037,2.430106019
HD052559,0.873351888
HD055200,1.608876212
HD055579,4.232286432
HD055606,0.889484329
HD055606,0.889484329
HD055606,0.889484329
HD056169,7.367397024
HD056310,1.014107579
HD056386,4.38535756
HD057102,4.693916324
HD057103,4.974025166
HD057539,1.561914504
HD058715,20.35350133
HD060178J,
HD060178J,
HD060178J,
HD060818,10.11834132
HD060855,2.048637321
HD060863,14.71344034
HD061068,1.566305284
HD061093,2.878704276
HD061554,3.891551514
HD061931,7.126971695
HD063021,5.961605889
HD063021,5.961605889
HD063021,5.961605889
HD063112,3.814584924
HD063975,4.169423836
HD064705,3.582013106
HD065041,1.663830649
HD065241,4.066341473
HD065396,1.684012588
HD065804,1.385603977
HD065875,1.43437299
HD066684,2.413223944
HD067797,7.912632382
HD067880,3.276763893
HD068099,3.716869201
HD068194,6.368826234
HD069686,2.557520061
HD071072,1.428765957
HD071155,27.47836336
HD071554,6.315154849
HD071906,5.243015488
HD073262,20.10568526
HD074217,5.943936678
HD074280,7.612813207
HD074393,4.501468591
HD074604,5.664907208
HD074815,0.284838937
HD075333,7.798270351
HD075357,3.106325289
HD075390,5.662098943
HD076644,2.673869471
HD077327,9.1
HD078316,6.502124103
HD078556,3.11426307
HD079158,5.724903827
HD079931,4.248543966
HD080608,13.20048084
HD082327,6.528524925
HD082865,5.258733528
HD083434,3.481695002
HD083650,2.240034631
HD083754,8.883741429
HD087015,3.048131977
HD087504,10.37406682
HD087696,37.03364435
HD087737,3.369677669
HD087887,14.43593688
HD087901,41.13
HD087901,41.13
HD087901,41.13
HD087901,41.13
HD087901,41.13
HD089239,7.857228356
HD089688,0.787179878
HD089774,6.524108891
HD089884,1.779710801
HD089897,5.94048771
HD090044,9.473242719
HD090882,9.559811926
HD090994,8.961326672
HD091120,5.996896655
HD091120,5.996896655
HD091130,12.09570124
HD091316,1.978780706
HD092728,7.915096819
HD093033,4.291967432
HD093152,8.23175044
HD093427,3.398179387
HD093521,0.512841139
HD094601,9.827537863
HD094601,9.827537863
HD095418,33.79756975
HD095418,33.79756975
HD096314,4.603180232
HD097277,11.03584581
HD097603,55.82
HD097603,55.82
HD097633,18.49476961
HD097633,18.49476961
HD098664,16.48872351
HD100600,3.124828557
HD100889,11.2561973
HD100889,11.2561973
HD100972,5.659207404
HD102647,90.91
HD103287,4.119373109
HD103287,4.119373109
HD103483,11.52100695
HD103498,6.237014993
HD104337,1.851195385
HD105262,0.530178834
HD105262,0.530178834
HD106591,40.23641781
HD106591,40.23641781
HD106625,21.23
HD107259,12.69205841
HD107259,12.69205841
HD107348,8.551342845
HD108767,
HD109387,7.138697627
HD109387,7.138697627
HD109387,7.138697627
HD109995,4.155814073
HD109995,4.155814073
HD110411,26.20324008
HD111133,5.210435813
HD112185,41.2155
HD112413,4.959661223
HD112504,6.144666903
HD113436,6.417766447
HD113436,6.417766447
HD113797,13.80155959
HD114330,12.01914092
HD114330,12.01914092
HD114376,3.922867278
HD115612,7.408341581
HD115735,11.75591752
HD116656J,38.01
HD116657,40.5042
HD116658,13.06
HD116658,13.06
HD116658,13.06
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD120315,31.38
HD121847,8.488967319
HD123299,12.18226431
HD124683,9.658902627
HD126769,8.13994497
HD127304,9.023264854
HD129174,11.34449016
HD129433,
HD129956,5.65604125
HD129956,5.65604125
HD130274,6.950988396
HD130767,8.062297257
HD130870,6.822125603
HD131162,3.913802869
HD131919,6.167149428
HD134759,7.650346353
HD134946,6.294453789
HD135230,4.005173066
HD135742,17.62
HD135742,17.62
HD135742,17.62
HD136849,11.86069109
HD137389,3.424008598
HD138485,4.530192349
HD138527,9.318494115
HD138749,13.88757371
HD138764,8.729058456
HD139006,2.41413885
HD139006,2.41413885
HD139006,2.41413885
HD139094,3.977184329
HD139160,5.997867056
HD139365,4.141812701
HD139891,6.218983815
HD139892,6.64325747
HD139909,5.14467873
HD140873,8.085371409
HD141003,21.42969163
HD141569,9.039385253
HD141637,6.895388375
HD142096,8.56450923
HD142114,6.197639721
HD142165,6.610406194
HD142184,7.077440531
HD142250,6.603714625
HD142301,6.735660259
HD142315,6.880268095
HD142378,4.687703538
HD142669,7.491745819
HD142763,2.80740377
HD142883,6.394739678
HD142926,5.891308247
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142983,7.517335806
HD142990,6.841324747
HD143018,1.725458422
HD143187,6.720095067
HD143275,6.64
HD143275,6.64
HD144206,9.026212088
HD144217,8.07
HD144218,7.750842687
HD144334,7.522098495
HD144470,4.111037551
HD144470,4.111037551
HD144844,6.833659108
HD145389,14.89900329
HD145482,6.65126404
HD145483,9.825060182
HD145502,7.354592869
HD145502,7.354592869
HD145502,7.354592869
HD146416,7.68495829
HD146926,5.544561403
HD147084,1.13253028
HD147165,9.955620698
HD147394,10.29835721
HD147394,10.29835721
HD147394,10.29835721
HD147394,10.29835721
HD147547,6.884787938
HD147550,6.884787938
HD147888,10.89815023
HD147933,7.126973295
HD148112,13.51464765
HD148184,4.693322691
HD148184,4.693322691
HD148184,4.693322691
HD148184,4.693322691
HD148184,4.693322691
HD148184,4.693322691
HD148594,5.183431802
HD148605,8.560244756
HD148605,8.560244756
HD148632,3.070072185
HD149121,8.247977163
HD149212,7.210159427
HD149438,5.123162734
HD149438,5.123162734
HD149630,12.95955526
HD149630,12.95955526
HD149630,12.95955526
HD149757,5.82872442
HD149757,5.82872442
HD149881,0.410012602
HD150100,7.743313742
HD150100,7.743313742
HD150117J,
HD151133,5.346619366
HD151749,5.437215113
HD151884,3.335463165
HD152614,14.32019123
HD152614,14.32019123
HD152655,3.81
HD152909,5.0973697
HD154204,6.217808928
HD154445,3.72122614
HD154445,3.72122614
HD154445,3.72122614
HD154660,12.16763698
HD154660,12.16763698
HD155095,1.630395586
HD155125,36.91
HD155328,4.903216956
HD155401,7.289375023
HD155711,7.657944349
HD155763,8.47619496
HD155806,1.005726612
HD156377,3.085165884
HD156633,3.303204456
HD157056,9.793429221
HD157151,4.045237513
HD157174,1.550798147
HD157741,5.836086863
HD157841,5.205607844
HD157955,4.533709438
HD158148,5.49355103
HD158261,11.03723525
HD158704,9.362400574
HD159032,1.716045465
HD159032,1.716045465
HD159082,6.867584491
HD159358,8.820195562
HD159561,67.13
HD159561,67.13
HD159845,1.991779143
HD159975,5.490975375
HD160762,7.576402625
HD161004,1.983292371
HD161056,2.062494233
HD161464,2.538503183
HD161569,5.781002292
HD161573,3.663283403
HD161677,2.73441884
HD161695,0.527305828
HD161701,5.776563972
HD162094,2.661338755
HD162345,3.46427418
HD162570,10.70103532
HD162570,10.70103532
HD162732,3.143738922
HD162732,3.143738922
HD163472,3.184527704
HD163641,5.754127308
HD163966,3.020276355
HD164212,5.313716409
HD164284_2,
HD164284_2,
HD164284,6.976213644
HD164284,6.976213644
HD164284,6.976213644
HD164353,1.767200453
HD164402,0.598390994
HD164429,7.092184389
HD164432,1.4534162
HD164447,2.46862172
HD164852,3.506605538
HD164900,3.461871291
HD165046,1.976631159
HD165052,0.783670791
HD165174,0.901301959
HD165174,0.901301959
HD165174,0.901301959
HD165174,0.901301959
HD165174,0.901301959
HD165174,0.901301959
HD165365,2.285236163
HD165402,5.880715611
HD165517,0.589137008
HD165854,2.213403739
HD166182,2.746906971
HD166563,5.99275
HD166917,2.245770455
HD167771,4.958700492
HD167965,5.554744444
HD168021,-0.819425791
HD168131,1.643156004
HD168135,2.12199086
HD168199,2.608894006
HD168271,2.523469566
HD168431,2.078950774
HD168795,3.229249168
HD168797,2.399467608
HD168812,2.968849839
HD168856,4.883725542
HD168957,1.945155658
HD169031,-1.223381571
HD169033,5.934926013
HD169247,4.623351501
HD169454,0.469635321
HD169578,3.421186737
HD169798,2.050293303
HD169820,7.066061574
HD169990,5.769578859
HD170000,10.77
HD170028,2.813777549
HD170051,2.897956609
HD170111,2.859082121
HD170200,3.649557064
HD170235,1.813410679
HD170314,3.053720605
HD170562,4.120550294
HD170580,2.419362992
HD170650,1.872211396
HD170740,4.324972262
HD170795,3.307328878
HD170973,3.977306206
HD171012,0.610333988
HD171247,2.762031414
HD171301,9.389351587
HD171406,2.578506167
HD171461,3.67004382
HD171780,4.155999667
HD171948,7.120249547
HD172044,6.099006904
HD172046,2.796149501
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172167,130.23
HD172650,
HD172883,5.677541051
HD173075,0.75479536
HD173087,1.85164653
HD173219,0.419622627
HD173219,0.419622627
HD173370,6.729926359
HD173921,2.669093025
HD173936,3.620014842
HD174105,2.179637221
HD174179,2.540699507
HD174237,2.805213692
HD174261,1.728059818
HD174298,1.857417001
HD174391,1.463021117
HD174567,4.166438081
HD174585,2.76466063
HD174853,3.705804421
HD174959,2.850841089
HD175132,2.972932035
HD175156,1.51306082
